Type,No.,Address,City,St.,Opened,Closed
Discount Store,568,59 Dixon Springs Highway,Carthage,TN,"May 1, 1984","March 4, 2008"
Supercenter,568,1 Myers Street,Carthage,TN,"March 5, 2008",
Neighborhood Market,2375,4718 Nashville Highway,Chapel Hill,TN,"December 17, 2014","January 28, 2016"
Discount Store,1469,2020 Gunbarrel Road,Chattanooga,TN,"June 27, 1990","March 24, 1998"
Supercenter,1469,2020 Gunbarrel Road,Chattanooga,TN,"March 25, 1998",
Discount Store,1606,5450 Highway 153,Chattanooga,TN,"November 14, 1990","October 23, 2001"
Supercenter,1606,"Oak Park Town Center, 5764 Highway 153",Chattanooga,TN,"October 24, 2001",
Neighborhood Market,3619,3901 Hixson Pike,Chattanooga,TN,"November 11, 2015",
Supercenter,3659,501 Signal Mountain Road,Chattanooga,TN,"September 20, 2006",
Supercenter,3660,3428 Cummings Highway,Chattanooga,TN,"January 31, 2006",
Neighborhood Market,4671,4110 Shallowford Road,Chattanooga,TN,"January 27, 2016","March 26, 2021"
Neighborhood Market,5143,8101 East Brainerd Road,Chattanooga,TN,"September 9, 2015",
Supercenter,5251,490 Greenway View Drive,Chattanooga,TN,"May 19, 2004",
Discount Store,673,"Clarksville Square Shopping Center, 1041 South Riverside Drive",Clarksville,TN,"July 4, 1981","May 13, 1987"
Discount Store,673,2840 Wilma Rudolph Boulevard,Clarksville,TN,"May 14, 1987","October 24, 1995"
Supercenter,673,3050 Wilma Rudolph Boulevard,Clarksville,TN,"October 25, 1995",
Discount Store,1075,"Cunningham Plaza, 1600 Fort Campbell Boulevard",Clarksville,TN,"May 30, 1987","September 13, 1994"
Supercenter,1075,1680 Fort Campbell Boulevard,Clarksville,TN,"September 14, 1994",
Supercenter,3495,2315 Madison Street,Clarksville,TN,"March 20, 2002",
Neighborhood Market,4469,2551 Whitefield Road,Clarksville,TN,"November 4, 2015",
Neighborhood Market,4589,216 Dover Road,Clarksville,TN,"October 14, 2015",
Neighborhood Market,4591,408 Tiny Town Road,Clarksville,TN,"September 30, 2015",
Discount Store,698,930 25th Street Northwest,Cleveland,TN,"July 4, 1981",1987
Discount Store,698,2750 Keith Street Northwest,Cleveland,TN,1987,August 1994
Supercenter,698,4495 Keith Street Northwest,Cleveland,TN,August 1994,
Supercenter,5263,2300 Treasury Drive Southeast,Cleveland,TN,"January 21, 2004",
Supercenter,4635,150 Tanner Lane,Clinton,TN,"May 21, 2008",
Discount Store,175,"City Center Plaza, 684 West Poplar Avenue",Collierville,TN,November 1977,August 1993
Discount Store,175,560 West Poplar Avenue,Collierville,TN,August 1993,"June 5, 1996"
Supercenter,175,560 West Poplar Avenue,Collierville,TN,"June 6, 1996",
Discount Store,192,"Campbell Shopping Center, 1202 South James Campbell Boulevard",Columbia,TN,"September 15, 1981",1988
Discount Store,192,2101 Brookmeade Drive,Columbia,TN,1988,"March 19, 2002"
Supercenter,192,2200 Brookmeade Drive,Columbia,TN,"March 20, 2002",
Discount Store,657,"Midtown Plaza, 106 East Broad Street",Cookeville,TN,"July 4, 1981",1985
Discount Store,657,565 South Jefferson Avenue,Cookeville,TN,1985,October 1993
Supercenter,657,768 South Jefferson Avenue,Cookeville,TN,October 1993,
Supercenter,5175,589 West Main Street,Cookeville,TN,"January 21, 2004",
Neighborhood Market,4301,400 North Main Street,Cornersville,TN,"December 17, 2014","January 28, 2016"
Discount Store,93,"Park Plaza, 843 US Highway 51 North",Covington,TN,October 1974,"December 30, 1991"
Discount Store,93,"Covington Shopping Center, 975 US Highway 51 North",Covington,TN,"December 31, 1991","October 17, 2006"
Supercenter,93,201 Lanny Bridges Avenue,Covington,TN,"October 18, 2006",
Discount Store,687,260 Woodmere Mall,Crossville,TN,"July 4, 1981",1988
Discount Store,687,505 US Highway 70 South,Crossville,TN,1988,September 1996
Supercenter,687,"Obed Plaza, 2542 North Main Street",Crossville,TN,September 1996,
Discount Store,619,200 Able Drive,Dayton,TN,"October 16, 1984","August 19, 2003"
Supercenter,619,3034 Rhea County Highway,Dayton,TN,"August 20, 2003",
Discount Store,264,533 Highway 46,Dickson,TN,"June 26, 1979","October 20, 1992"
Supercenter,264,175 Beasley Drive,Dickson,TN,"October 21, 1992",
Neighborhood Market,4306,934 Highway 79,Dover,TN,"January 14, 2015","January 28, 2016"
Supercenter,4226,16773 Rankin Avenue,Dunlap,TN,"January 19, 2007",
Discount Store,677,"Dyersburg Shopping Center, 2450 Lake Road East",Dyersburg,TN,"July 4, 1981",1987
Discount Store,677,2650 Lake Road,Dyersburg,TN,1987,"January 24, 1995"
Supercenter,677,2650 Lake Road,Dyersburg,TN,"January 25, 1995",
Neighborhood Market,4692,4150 Monroe Street,East Ridge,TN,"October 28, 2015",
Discount Store,690,"Carter County Plaza, 768 West Elk Avenue",Elizabethton,TN,"July 4, 1981","March 29, 1988"
Discount Store,690,791 West Elk Avenue,Elizabethton,TN,"March 30, 1988","January 25, 2005"
Supercenter,690,1001 Over Mountain Avenue,Elizabethton,TN,"January 26, 2005",
Supercenter,3137,7100 Hopgood Road,Fairview,TN,"January 15, 2014",
Discount Store,525,"Village Green Shopping Center, 11433 Kingston Pike",Farragut,TN,"May 24, 1983","January 21, 1994"
Discount Store,314,"Lincoln Park Shopping Center, 1336 Huntsville Highway",Fayetteville,TN,"November 20, 1979",August 1996
Supercenter,314,1224 Huntsville Way,Fayetteville,TN,August 1996,
Discount Store,272,"Alexander Plaza, 1203 Murfreesboro Road",Franklin,TN,"August 21, 1979","November 16, 1988"
Discount Store,272,350 Williamson Square,Franklin,TN,"November 17, 1988","March 13, 2001"
Supercenter,272,3600 Mallory Lane,Franklin,TN,"March 14, 2001",
Discount Store,,431 North Del Rio Pike,Franklin,TN,"July 4, 1981",1988
Discount Store,674,"Gallatin Center, 696 Nashville Pike",Gallatin,TN,"August 12, 1981",1987
Discount Store,674,670 Nashville Pike,Gallatin,TN,1987,May 1997
Supercenter,674,1112 Nashville Pike,Gallatin,TN,May 1997,
Discount Store,2322,1280 South Germantown Road,Germantown,TN,"July 25, 1995","April 15, 2003"
Supercenter,2322,577 Germantown Parkway,Germantown,TN,"April 16, 2003",
Discount Store,680,"Wal-Mart Plaza, 1475 East Andrew Johnson Highway",Greeneville,TN,"July 4, 1981",1991
Discount Store,680,2755 East Andrew Johnson Highway,Greeneville,TN,1991,"April 12, 2005"
Supercenter,680,3755 East Andrew Johnson Highway,Greeneville,TN,"April 13, 2005",
Discount Store,676,"Roane Plaza, 1225 South Roane Street",Harriman,TN,"July 4, 1981",1988
Discount Store,1376,393 East Main Street,Hendersonville,TN,"January 31, 1990","August 23, 2005"
Supercenter,1376,204 North Anderson Lane,Hendersonville,TN,"August 24, 2005",
Discount Store,710,"Hermitage Plaza, 3436 Lebanon Pike",Hermitage,TN,"July 4, 1981",1987
Discount Store,710,4101 Lebanon Pike,Hermitage,TN,1987,"January 27, 2004"
Supercenter,710,4424 Lebanon Pike,Hermitage,TN,"January 28, 2004",
Neighborhood Market,5188,7636 Middle Valley Road,Hixson,TN,"January 13, 2016",
Discount Store,1115,608 East Main Street,Hohenwald,TN,"November 3, 1987","January 18, 2007"
Supercenter,1115,612 East Main Street,Hohenwald,TN,"January 19, 2007",
Discount Store,120,"Humboldt Center, 2186 North Central Avenue",Humboldt,TN,March 1976,July 1991
Discount Store,120,2500 North Central Avenue,Humboldt,TN,July 1991,"January 31, 2006"
Supercenter,120,2716 North Central Avenue,Humboldt,TN,"February 1, 2006",
Discount Store,161,20940 East Main Street,Huntingdon,TN,May 1977,"February 19, 2002"
Supercenter,161,180 Veterans Drive North,Huntingdon,TN,"February 20, 2002",
Discount Store,1466,242 Cumberland Shopping Center,Jacksboro,TN,"October 1, 1990","May 18, 1999"
Supercenter,1466,2824 Appalachian Highway,Jacksboro,TN,"May 19, 1999",
Discount Store,335,"North Plaza, 57 Carriage House Drive",Jackson,TN,"November 11, 1980","August 18, 1994"
Supercenter,335,2196 Emporium Drive,Jackson,TN,"August 19, 1994",
Discount Store,393,"Bemis Square Shopping Center, 1328 South Highland Avenue",Jackson,TN,"September 1, 1981","March 16, 2004"
Supercenter,393,2171 South Highland Avenue,Jackson,TN,"March 17, 2004",
Discount Store,1467,421 North Main Street,Jamestown,TN,"October 1, 1990",April 2006
Supercenter,1467,539 East Central Avenue,Jamestown,TN,April 2006,
Discount Store,724,"Meeting Square Shopping Center, 127 West Broadway Boulevard",Jefferson City,TN,"November 13, 1984","June 20, 1995"
Supercenter,724,630 East Broadway,Jefferson City,TN,"June 21, 1995",
Discount Store,1080,2612 Roan Street North,Johnson City,TN,"October 20, 1987","June 20, 1995"
Supercenter,1080,3111 Browns Mill Road,Johnson City,TN,"June 21, 1995",
Supercenter,3829,2915 West Market Street,Johnson City,TN,"January 22, 2007",
Discount Store,1089,525 Kimball Crossing Drive,Kimball,TN,"August 4, 1987","October 14, 1997"
Supercenter,1089,525 Kimball Crossing Drive,Kimball,TN,"October 15, 1997",
Discount Store,,"Southland Shopping Center, 1913 Sherwood Road",Kingsport,TN,"July 4, 1981","June 8, 1985"
Discount Store,599,4345 Fort Henry Drive,Kingsport,TN,"August 31, 1984","March 14, 1995"
Supercenter,599,3200 Fort Henry Drive,Kingsport,TN,"March 15, 1995",
Discount Store,742,"Stonegate Center, 800 Plantation Drive",Kingsport,TN,"August 31, 1984","August 21, 2001"
Supercenter,742,2500 West Stone Drive,Kingsport,TN,"August 22, 2001",
Neighborhood Market,5734,750 Lynn Garden Drive,Kingsport,TN,"November 11, 2015",
Discount Store,1318,6777 Clinton Highway,Knoxville,TN,"August 31, 1989","July 13, 2004"
Supercenter,1318,6777 Clinton Highway,Knoxville,TN,"July 14, 2004",
Discount Store,1319,7340 Norris Freeway Northeast,Knoxville,TN,"August 31, 1989","September 14, 2010"
Supercenter,1319,7550 Norris Freeway Northeast,Knoxville,TN,"September 15, 2010",
Discount Store,1320,6522 Chapman Highway,Knoxville,TN,"January 31, 1990","March 16, 2004"
Supercenter,1320,7420 Chapman Highway,Knoxville,TN,"March 17, 2004",
Discount Store,2065,8445 Walbrook Drive,Knoxville,TN,"January 22, 1994","October 24, 2000"
Supercenter,2065,8445 Walbrook Drive,Knoxville,TN,"October 25, 2000",
Discount Store,2310,3051 Kinzel Way,Knoxville,TN,"August 22, 1995","March 13, 2007"
Supercenter,2310,3051 Kinzel Way,Knoxville,TN,"March 14, 2007",
Supercenter,2932,10900 Parkside Drive,Knoxville,TN,"January 24, 2001",
Neighborhood Market,3959,3120 McKamey Road,Knoxville,TN,"January 25, 2017",
Supercenter,4167,2501 University Commons Way,Knoxville,TN,"August 6, 2014","March 29, 2019"
Supercenter,7020,5511 Murfreesboro Road,La Vergne,TN,"August 24, 2016",
Discount Store,879,"Marion County Shopping Center, 419 Highway 52 Bypass West",Lafayette,TN,"December 31, 1985",1992
Discount Store,879,419 Highway 52 Bypass West,Lafayette,TN,1992,"March 14, 2000"
Supercenter,879,419 Highway 52 Bypass West,Lafayette,TN,"March 15, 2000",
Discount Store,683,"Lawrenceburg Plaza Shopping Center, 1604 North Locust Avenue",Lawrenceburg,TN,"July 4, 1981",June 1996
Supercenter,683,2130 North Locust Avenue,Lawrenceburg,TN,June 1996,
Discount Store,671,"Cedar Crest Shopping Center, 1031 West Main Street",Lebanon,TN,"July 4, 1981","May 23, 1995"
Supercenter,671,615 South Cumberland Street,Lebanon,TN,"May 24, 1995",
Supercenter,,Highway 109 and Wilson Farms Boulevard,Lebanon,TN,Future,
Discount Store,741,404 Highway 321 North,Lenoir City,TN,"July 4, 1981",1989
Discount Store,741,"Tellico Plaza, 785 Highway 321 North",Lenoir City,TN,1989,March 1998
Supercenter,741,911 Highway 321 North,Lenoir City,TN,March 1998,
Discount Store,737,"Marshall County Plaza, 1800 Mooresville Highway",Lewisburg,TN,"July 4, 1981",1988
Discount Store,737,"The Acres Shopping Center, 150 The Acres",Lewisburg,TN,1988,"May 24, 2005"
Supercenter,737,1334 North Ellington Parkway,Lewisburg,TN,"May 25, 2005",
Discount Store,684,"Lexington Shopping Center, 675 West Church Street",Lexington,TN,"July 4, 1981","April 2, 1989"
Discount Store,684,657 West Church Street,Lexington,TN,"April 3, 1989","October 15, 2002"
Supercenter,684,547 West Church Street,Lexington,TN,"October 16, 2002",
Neighborhood Market,2413,523 North Military Street,Loretto,TN,"December 17, 2014","January 28, 2016"
Neighborhood Market,5107,109 Gallatin Pike North,Madison,TN,"August 31, 2005",
Discount Store,366,801 Highway 411 Bypass,Madisonville,TN,"February 1, 1983","June 15, 1999"
Supercenter,366,4525 Highway 411,Madisonville,TN,"June 16, 1999",
Discount Store,308,2161 Hillsboro Boulevard,Manchester,TN,"February 10, 1981","March 13, 2001"
Supercenter,308,2518 Hillsboro Boulevard,Manchester,TN,"March 14, 2001",
Discount Store,107,1625 North Lindell Street,Martin,TN,October 1974,1987
Discount Store,107,850 Wal-Mart Drive,Martin,TN,1987,"August 15, 2006"
Supercenter,107,134 Courtright Road,Martin,TN,"August 16, 2006",
Discount Store,672,501 Foothills Plaza,Maryville,TN,1986,"June 18, 1996"
Supercenter,4223,2410 US Highway 411 South,Maryville,TN,"March 14, 2007",
Discount Store,1145,223 South Highland Drive,McKenzie,TN,1988,July 1997
Discount Store,668,"Plaza Shopping Center, 200 Hobson Street",McMinnville,TN,"July 4, 1981",1987
Discount Store,668,"Cumberland Plaza, 1339 Smithville Highway",McMinnville,TN,1987,October 1996
Supercenter,668,915 North Chancery Street,McMinnville,TN,October 1996,
Discount Store,950,6140 Macon Road,Memphis,TN,"August 30, 1986","October 14, 1997"
Supercenter,950,8400 Highway 64,Memphis,TN,"October 15, 1997",
Discount Store,1031,"Delta Shopping Center, 5000 American Way",Memphis,TN,"August 4, 1987","May 8, 2008"
Discount Store,1248,6990 Shelby Drive,Memphis,TN,"April 3, 1989","February 27, 2001"
Supercenter,1248,7525 Winchester Road,Memphis,TN,"February 28, 2001",
Discount Store,1561,"Covington Springs Shopping Center, 3950 Austin Peay Highway",Memphis,TN,"December 31, 1991",2010
Supercenter,1561,"Covington Springs Shopping Center, 3950 Austin Peay Highway",Memphis,TN,2010,
Neighborhood Market,5043,6990 East Shelby Drive,Memphis,TN,"October 16, 2002",
Neighborhood Market,5122,2856 Hickory Hill Road,Memphis,TN,"May 7, 2003",
Supercenter,5196,5255 Elvis Presley Boulevard,Memphis,TN,"January 26, 2005",
Supercenter,6807,6727 Raleigh Lagrange Road,Memphis,TN,"June 22, 2016",
Discount Store,104,"Meadowbrook Shopping Center, 6032 South 1st Street",Milan,TN,July 1974,1992
Discount Store,104,6025 South 1st Street,Milan,TN,1992,"January 31, 2006"
Supercenter,104,15427 South 1st Street,Milan,TN,"February 1, 2006",
Discount Store,94,8235 US Highway 51 North,Millington,TN,July 1974,"April 22, 1997"
Supercenter,94,8445 US Highway 51 North,Millington,TN,"April 23, 1997",
Discount Store,685,420 West Morris Boulevard,Morristown,TN,"July 4, 1981","February 2, 1988"
Discount Store,685,"College Square Mall, 2550 East Morris Boulevard",Morristown,TN,"February 3, 1988","July 17, 2001"
Supercenter,685,475 South Davy Crockett Parkway,Morristown,TN,"July 18, 2001",
Neighborhood Market,5467,1997 Buffalo Trail,Morristown,TN,"January 20, 2016",
Neighborhood Market,5468,1757 West Andrew Johnson Highway,Morristown,TN,"April 13, 2016","April 19, 2019"
Supercenter,6370,4331 West Andrew Johnson Highway,Morristown,TN,"March 11, 2015",
Supercenter,4482,300 Pleasant Grove Road,Mount Juliet,TN,"October 28, 2009",
Supercenter,416,140 Joe B. Jackson Parkway,Murfreesboro,TN,"March 11, 2015",
Discount Store,682,"Memorial Village Shopping Center, 710 Memorial Boulevard",Murfreesboro,TN,"July 4, 1981","March 22, 1989"
Discount Store,682,"Stones River Town Centre, 1720 Old Fort Parkway",Murfreesboro,TN,"March 23, 1989","October 10, 1995"
Supercenter,682,2000 Old Fort Parkway,Murfreesboro,TN,"October 11, 1995",
Supercenter,2757,2012 Memorial Boulevard,Murfreesboro,TN,"October 22, 2014",
Supercenter,5057,2900 South Rutherford Boulevard,Murfreesboro,TN,"March 19, 2003",
Neighborhood Market,5148,1153 Fortress Boulevard,Murfreesboro,TN,"January 27, 2016",
Neighborhood Market,5182,2478 New Salem Highway,Murfreesboro,TN,"January 27, 2016",
Discount Store,659,"Hillwood Plaza, 6670 Charlotte Pike",Nashville,TN,"July 4, 1981","October 27, 1998"
Supercenter,659,7044 Charlotte Pike,Nashville,TN,"October 28, 1998",
Discount Store,688,"Fairlane Square, 4890 Nolensville Pike",Nashville,TN,"July 4, 1981","September 30, 1985"
Discount Store,688,5520 Nolensville Pike,Nashville,TN,"October 1, 1985","April 17, 2007"
Supercenter,688,5824 Nolensville Pike,Nashville,TN,"April 18, 2007",
Discount Store,695,"McHenry Shopping Center, 1789 Gallatin Pike North",Nashville,TN,"July 4, 1981",August 1993
Discount Store,695,2232 Gallatin Pike North,Nashville,TN,August 1993,"July 15, 2014"
Supercenter,695,2232 Gallatin Pike North,Nashville,TN,"July 16, 2014",
Neighborhood Market,3306,1220 Gallatin Avenue,Nashville,TN,"August 31, 2005","January 28, 2016"
Supercenter,3717,4040 Nolensville Pike,Nashville,TN,"January 19, 2007",
Supercenter,4435,3458 Dickerson Pike,Nashville,TN,"April 21, 2010",
Supercenter,5058,3035 Hamilton Church Road,Nashville,TN,"October 29, 2003",
Neighborhood Market,5119,5531 Edmondson Pike,Nashville,TN,"October 8, 2003",
Supercenter,5616,2421 Powell Avenue,Nashville,TN,"January 25, 2012",
Discount Store,1159,432 South Broad Street,New Tazewell,TN,"June 2, 1988",
Discount Store,678,"Westgate Shopping Center, 230 West Broadway Street",Newport,TN,"July 4, 1981",June 1995
Supercenter,678,1075 Cosby Highway,Newport,TN,June 1995,
Discount Store,1194,373 South Illinois Avenue,Oak Ridge,TN,"August 16, 1988","June 26, 2001"
Supercenter,1194,373 South Illinois Avenue,Oak Ridge,TN,"June 27, 2001",
Supercenter,4533,105 Chickasaw Ridge Drive,Oakland,TN,"March 7, 2008",
Discount Store,583,19790 Alberta Street,Oneida,TN,"May 22, 1984","October 12, 1999"
Supercenter,583,19740 Alberta Street,Oneida,TN,"October 13, 1999",
Supercenter,3835,5588 Little Debbie Parkway,Ooltewah,TN,"January 22, 2007",
Discount Store,177,117 Memorial Drive,Paris,TN,November 1977,1990
Discount Store,177,1210 Mineral Wells Avenue,Paris,TN,1990,"October 7, 1997"
Supercenter,177,1210 Mineral Wells Avenue,Paris,TN,"October 8, 1997",
Discount Store,238,1670 West College Street,Pulaski,TN,"February 13, 1979","January 26, 1999"
Supercenter,238,1655 West College Street,Pulaski,TN,"January 27, 1999",
Discount Store,97,286 Washington Street,Ripley,TN,November 1974,July 1994
Supercenter,97,628 Highway 51 Bypass,Ripley,TN,July 1994,
Discount Store,676,"Roane County Center, 1496 North Gateway Avenue",Rockwood,TN,1988,"March 13, 2001"
Supercenter,676,1102 North Gateway Avenue,Rockwood,TN,"March 14, 2001",
Supercenter,3234,4331 Highway 66,Rogersville,TN,"February 20, 2002",
Discount Store,268,1175 Pickwick Street,Savannah,TN,"October 23, 1979",1987
Discount Store,268,1015 Water Street,Savannah,TN,1987,"October 15, 2002"
Supercenter,268,175 J.I. Bell Lane,Savannah,TN,"October 16, 2002",
Discount Store,218,407 Mulberry Avenue,Selmer,TN,"April 10, 1979","September 15, 1998"
Supercenter,218,1017 Mulberry Avenue,Selmer,TN,"September 16, 1998",
Discount Store,578,655 Parkway,Sevierville,TN,"October 18, 1983","September 12, 1995"
